"date","value","groupid","group"
"2011-01-14",69.2044,5027,"VPOS"
"2011-01-15",70.1344,5027,"VPOS"
"2011-01-16",68.7704,5027,"VPOS"
"2011-01-17",69.2292,5027,"VPOS"
"2011-01-18",66.2532,5027,"VPOS"
"2011-01-21",66.3524,5027,"VPOS"
"2011-01-22",66.9352,5027,"VPOS"
"2011-01-23",68.6712,5027,"VPOS"
"2011-01-24",68.4976,5027,"VPOS"
"2011-01-25",69.2664,5027,"VPOS"
"2011-01-28",68.324,5027,"VPOS"
"2011-01-29",70.0352,5027,"VPOS"
"2011-01-30",68.324,5027,"VPOS"
"2011-01-31",68.262,5027,"VPOS"
"2011-02-01",69.7872,5027,"VPOS"
"2011-02-04",69.254,5027,"VPOS"
"2011-02-05",70.6056,5027,"VPOS"
"2011-02-06",71.2256,5027,"VPOS"
"2011-02-07",69.8368,5027,"VPOS"
"2011-02-08",70.4196,5027,"VPOS"
"2011-02-11",69.502,5027,"VPOS"
"2011-02-12",69.5764,5027,"VPOS"
"2011-02-13",70.5312,5027,"VPOS"
"2011-02-14",70.2956,5027,"VPOS"
"2011-02-15",72.1804,5027,"VPOS"
"2011-02-18",73.222,5027,"VPOS"
"2011-02-19",73.6684,5027,"VPOS"
"2011-02-20",73.6684,5027,"VPOS"
"2011-02-21",73.47,5027,"VPOS"
"2011-02-22",72.7012,5027,"VPOS"
"2011-02-25",72.4284,5027,"VPOS"
"2011-02-26",72.4036,5027,"VPOS"
"2011-02-27",72.0192,5027,"VPOS"
"2011-02-28",70.5932,5027,"VPOS"
"2011-03-01",71.8332,5027,"VPOS"
"2011-03-04",72.7136,5027,"VPOS"
"2011-03-05",72.7632,5027,"VPOS"
"2011-03-06",72.2796,5027,"VPOS"
"2011-03-07",69.7252,5027,"VPOS"
"2011-03-08",69.2044,5027,"VPOS"
"2011-03-11",69.1052,5027,"VPOS"
"2011-03-12",68.9812,5027,"VPOS"
"2011-03-13",69.502,5027,"VPOS"
"2011-03-14",71.6224,5027,"VPOS"
"2011-03-15",72.5772,5027,"VPOS"
"2011-03-18",72.2796,5027,"VPOS"
"2011-03-19",71.5604,5027,"VPOS"
"2011-03-20",70.432,5027,"VPOS"
"2011-03-21",70.0476,5027,"VPOS"
"2011-03-22",71.4364,5027,"VPOS"
"2011-03-25",70.804,5027,"VPOS"
"2011-03-26",71.4736,5027,"VPOS"
"2011-03-27",71.8084,5027,"VPOS"
"2011-03-28",70.0228,5027,"VPOS"
"2011-03-29",69.254,5027,"VPOS"
"2011-04-01",69.6012,5027,"VPOS"
"2011-04-02",69.5392,5027,"VPOS"
"2011-04-03",70.2584,5027,"VPOS"
"2011-04-04",71.1388,5027,"VPOS"
"2011-04-05",71.4116,5027,"VPOS"
"2011-04-08",70.556,5027,"VPOS"
"2011-04-09",70.184,5027,"VPOS"
"2011-04-10",70.4568,5027,"VPOS"
"2011-04-11",69.9608,5027,"VPOS"
"2011-04-12",71.2876,5027,"VPOS"
"2011-04-15",71.2008,5027,"VPOS"
"2011-04-16",71.3744,5027,"VPOS"
"2011-04-17",71.2008,5027,"VPOS"
"2011-04-18",70.8908,5027,"VPOS"
"2011-04-19",72.292,5027,"VPOS"
"2011-04-22",72.292,5027,"VPOS"
"2011-04-23",72.6764,5027,"VPOS"
"2011-04-24",70.9156,5027,"VPOS"
"2011-04-25",71.1884,5027,"VPOS"
"2011-04-26",71.5852,5027,"VPOS"
"2011-04-29",71.3248,5027,"VPOS"
"2011-04-30",70.9652,5027,"VPOS"
"2011-05-01",71.0148,5027,"VPOS"
"2011-05-02",73.222,5027,"VPOS"
"2011-05-03",73.4948,5027,"VPOS"
"2011-05-06",73.3832,5027,"VPOS"
"2011-05-07",72.7508,5027,"VPOS"
"2011-05-08",72.7508,5027,"VPOS"
"2011-05-09",72.3416,5027,"VPOS"
"2011-05-10",71.7464,5027,"VPOS"
"2011-05-13",71.5108,5027,"VPOS"
"2011-05-14",70.8412,5027,"VPOS"
"2011-05-15",69.6136,5027,"VPOS"
"2011-05-16",70.1468,5027,"VPOS"
"2011-05-17",70.5064,5027,"VPOS"
"2011-05-20",71.5852,5027,"VPOS"
"2011-05-21",70.9032,5027,"VPOS"
"2011-05-22",71.176,5027,"VPOS"
"2011-05-23",72.3788,5027,"VPOS"
"2011-05-24",72.6144,5027,"VPOS"
"2011-05-27",72.9368,5027,"VPOS"
"2011-05-28",72.2176,5027,"VPOS"
"2011-05-29",71.8828,5027,"VPOS"
"2011-05-30",72.5028,5027,"VPOS"
"2011-05-31",71.7836,5027,"VPOS"
"2011-06-03",71.4116,5027,"VPOS"
"2011-06-04",72.7012,5027,"VPOS"
"2011-06-05",73.6188,5027,"VPOS"
"2011-06-06",71.4364,5027,"VPOS"
"2011-06-07",70.5064,5027,"VPOS"
"2011-06-10",70.3576,5027,"VPOS"
"2011-06-11",68.6712,5027,"VPOS"
"2011-06-12",68.4852,5027,"VPOS"
"2011-06-13",68.7456,5027,"VPOS"
"2011-06-14",69.13,5027,"VPOS"
"2011-06-17",69.13,5027,"VPOS"
"2011-06-18",69.13,5027,"VPOS"
"2011-06-19",69.4028,5027,"VPOS"
"2011-06-20",70.494,5027,"VPOS"
"2011-06-21",70.3204,5027,"VPOS"
"2011-06-24",69.8864,5027,"VPOS"
"2011-06-25",70.9156,5027,"VPOS"
"2011-06-26",68.9068,5027,"VPOS"
"2011-06-27",68.8944,5027,"VPOS"
"2011-06-28",69.2292,5027,"VPOS"
"2011-07-01",68.8448,5027,"VPOS"
"2011-07-02",67.8776,5027,"VPOS"
"2011-07-03",66.526,5027,"VPOS"
"2011-07-04",66.5136,5027,"VPOS"
"2011-07-05",67.332,5027,"VPOS"
"2011-07-08",68.4852,5027,"VPOS"
"2011-07-09",69.2664,5027,"VPOS"
"2011-07-10",69.4152,5027,"VPOS"
"2011-07-11",69.4152,5027,"VPOS"
"2011-07-12",70.0724,5027,"VPOS"
"2011-07-15",69.0556,5027,"VPOS"
"2011-07-16",67.5056,5027,"VPOS"
"2011-07-17",68.8324,5027,"VPOS"
"2011-07-18",69.3408,5027,"VPOS"
"2011-07-19",69.316,5027,"VPOS"
"2011-07-22",69.4276,5027,"VPOS"
"2011-07-23",69.2416,5027,"VPOS"
"2011-07-24",69.936,5027,"VPOS"
"2011-07-25",69.5888,5027,"VPOS"
"2011-07-26",70.1964,5027,"VPOS"
"2011-07-29",70.37,5027,"VPOS"
"2011-07-30",70.7544,5027,"VPOS"
"2011-07-31",71.5108,5027,"VPOS"
"2011-08-01",71.5728,5027,"VPOS"
"2011-08-02",70.246,5027,"VPOS"
"2011-08-05",71.0148,5027,"VPOS"
"2011-08-06",71.6968,5027,"VPOS"
"2011-08-07",70.4196,5027,"VPOS"
"2011-08-08",71.176,5027,"VPOS"
"2011-08-09",71.486,5027,"VPOS"
"2011-08-12",71.3372,5027,"VPOS"
"2011-08-13",71.3372,5027,"VPOS"
"2011-08-14",70.8412,5027,"VPOS"
"2011-08-15",70.2956,5027,"VPOS"
"2011-08-16",70.2708,5027,"VPOS"
"2011-08-19",71.2752,5027,"VPOS"
"2011-08-20",71.2752,5027,"VPOS"
"2011-08-21",72.85,5027,"VPOS"
"2011-08-22",73.16,5027,"VPOS"
"2011-08-23",73.9164,5027,"VPOS"
"2011-08-26",74.2264,5027,"VPOS"
"2011-08-27",74.648,5027,"VPOS"
"2011-08-28",74.7224,5027,"VPOS"
"2011-08-29",75.3796,5027,"VPOS"
"2011-08-30",75.9376,5027,"VPOS"
"2011-09-02",75.9004,5027,"VPOS"
"2011-09-03",75.3424,5027,"VPOS"
"2011-09-04",75.1688,5027,"VPOS"
"2011-09-05",75.3176,5027,"VPOS"
"2011-09-06",74.1272,5027,"VPOS"
"2011-09-09",74.1272,5027,"VPOS"
"2011-09-10",73.656,5027,"VPOS"
"2011-09-11",73.0732,5027,"VPOS"
"2011-09-12",73.532,5027,"VPOS"
"2011-09-13",73.78,5027,"VPOS"
"2011-09-16",73.2468,5027,"VPOS"
"2011-09-17",73.718,5027,"VPOS"
"2011-09-18",73.5692,5027,"VPOS"
"2011-09-19",72.9244,5027,"VPOS"
"2011-09-20",74.2884,5027,"VPOS"
"2011-09-23",73.6684,5027,"VPOS"
"2011-09-24",75.2184,5027,"VPOS"
"2011-09-25",75.0944,5027,"VPOS"
"2011-09-26",77.0536,5027,"VPOS"
"2011-09-27",76.632,5027,"VPOS"
"2011-09-30",76.8552,5027,"VPOS"
"2011-10-01",77.128,5027,"VPOS"
"2011-10-02",77.004,5027,"VPOS"
"2011-10-03",77.3016,5027,"VPOS"
"2011-10-04",76.4956,5027,"VPOS"
"2011-10-07",76.4956,5027,"VPOS"
"2011-10-08",77.2272,5027,"VPOS"
"2011-10-09",76.7684,5027,"VPOS"
"2011-10-10",76.3096,5027,"VPOS"
"2011-10-11",77.5868,5027,"VPOS"
"2011-10-14",76.9048,5027,"VPOS"
"2011-10-15",76.7808,5027,"VPOS"
"2011-10-16",77.5,5027,"VPOS"
"2011-10-17",77.066,5027,"VPOS"
"2011-10-18",77.3388,5027,"VPOS"
"2011-10-21",77.9836,5027,"VPOS"
"2011-10-22",79.5088,5027,"VPOS"
"2011-10-23",80.166,5027,"VPOS"
"2011-10-24",80.0544,5027,"VPOS"
"2011-10-25",80.228,5027,"VPOS"
"2011-10-28",81.22,5027,"VPOS"
"2011-10-29",80.9596,5027,"VPOS"
"2011-10-30",80.972,5027,"VPOS"
"2011-10-31",81.0712,5027,"VPOS"
"2011-11-01",81.9516,5027,"VPOS"
"2011-11-04",81.5672,5027,"VPOS"
"2011-11-05",80.7612,5027,"VPOS"
"2011-11-06",81.84,5027,"VPOS"
"2011-11-07",81.1084,5027,"VPOS"
"2011-11-08",82.1128,5027,"VPOS"
"2011-11-11",81.964,5027,"VPOS"
"2011-11-12",83.2908,5027,"VPOS"
"2011-11-13",83.266,5027,"VPOS"
"2011-11-14",83.6504,5027,"VPOS"
"2011-11-15",83.6504,5027,"VPOS"
"2011-11-18",83.4024,5027,"VPOS"
"2011-11-19",83.8736,5027,"VPOS"
"2011-11-20",82.15,5027,"VPOS"
"2011-11-21",82.7452,5027,"VPOS"
"2011-11-22",80.972,5027,"VPOS"
"2011-11-25",81.344,5027,"VPOS"
"2011-11-26",80.8728,5027,"VPOS"
"2011-11-27",81.096,5027,"VPOS"
"2011-11-28",81.5176,5027,"VPOS"
"2011-11-29",81.4432,5027,"VPOS"
"2011-12-02",79.484,5027,"VPOS"
"2011-12-03",80.0916,5027,"VPOS"
"2011-12-04",79.5212,5027,"VPOS"
"2011-12-05",80.6496,5027,"VPOS"
"2011-12-06",83.3776,5027,"VPOS"
"2011-12-09",82.6584,5027,"VPOS"
"2011-12-10",83.638,5027,"VPOS"
"2011-12-11",83.6008,5027,"VPOS"
"2011-12-12",84.4812,5027,"VPOS"
"2011-12-13",84.01,5027,"VPOS"
"2011-12-16",83.8612,5027,"VPOS"
"2011-12-17",84.8284,5027,"VPOS"
"2011-12-18",84.6672,5027,"VPOS"
"2011-12-19",86.0312,5027,"VPOS"
"2011-12-20",87.0852,5027,"VPOS"
"2011-12-23",86.8744,5027,"VPOS"
"2011-12-24",87.0976,5027,"VPOS"
"2011-12-25",87.1844,5027,"VPOS"
"2011-12-26",87.0604,5027,"VPOS"
"2011-12-27",86.8992,5027,"VPOS"
"2011-12-30",86.5396,5027,"VPOS"
"2011-12-31",88.6724,5027,"VPOS"
"2012-01-01",90.2472,5027,"VPOS"
"2012-01-02",89.5652,5027,"VPOS"
"2012-01-03",90.9168,5027,"VPOS"
"2009-02-27",37.076,5359,"VPOS"
"2009-02-28",37.2,5359,"VPOS"
"2009-03-01",37.2124,5359,"VPOS"
"2009-03-02",37.4604,5359,"VPOS"
"2009-03-03",36.8156,5359,"VPOS"
"2009-03-06",37.386,5359,"VPOS"
"2009-03-07",37.7208,5359,"VPOS"
"2009-03-08",37.138,5359,"VPOS"
"2009-03-09",37.7332,5359,"VPOS"
"2009-03-10",37.7952,5359,"VPOS"
"2009-03-13",38.068,5359,"VPOS"
"2009-03-14",38.626,5359,"VPOS"
"2009-03-15",38.44,5359,"VPOS"
"2009-03-16",37.8448,5359,"VPOS"
"2009-03-17",37.6588,5359,"VPOS"
"2009-03-20",38.44,5359,"VPOS"
"2009-03-21",38.254,5359,"VPOS"
"2009-03-22",38.4152,5359,"VPOS"
"2009-03-23",38.3532,5359,"VPOS"
"2009-03-24",38.4276,5359,"VPOS"
"2009-03-27",38.564,5359,"VPOS"
"2009-03-28",38.7872,5359,"VPOS"
"2009-03-29",38.006,5359,"VPOS"
"2009-03-30",37.9316,5359,"VPOS"
"2009-03-31",38.068,5359,"VPOS"
"2009-04-03",38.068,5359,"VPOS"
"2009-04-04",38.44,5359,"VPOS"
"2009-04-05",38.2292,5359,"VPOS"
"2009-04-06",37.6836,5359,"VPOS"
"2009-04-07",37.7828,5359,"VPOS"
"2009-04-10",38.0308,5359,"VPOS"
"2009-04-11",38.0959,5359,"VPOS"
"2009-04-12",38.068,5359,"VPOS"
"2009-04-13",37.8944,5359,"VPOS"
"2009-04-14",38.6136,5359,"VPOS"
"2009-04-17",38.0308,5359,"VPOS"
"2009-04-18",38.2044,5359,"VPOS"
"2009-04-19",39.0352,5359,"VPOS"
"2009-04-20",39.0352,5359,"VPOS"
"2009-04-21",39.2088,5359,"VPOS"
"2009-04-24",39.2088,5359,"VPOS"
"2009-04-25",39.0104,5359,"VPOS"
"2009-04-26",38.8244,5359,"VPOS"
"2009-04-27",39.2088,5359,"VPOS"
"2009-04-28",38.9856,5359,"VPOS"
"2009-05-01",39.122,5359,"VPOS"
"2009-05-02",39.0724,5359,"VPOS"
"2009-05-03",38.8492,5359,"VPOS"
"2009-05-04",38.7128,5359,"VPOS"
"2009-05-05",38.254,5359,"VPOS"
"2009-05-08",38.7624,5359,"VPOS"
"2009-05-09",38.564,5359,"VPOS"
"2009-05-10",38.8368,5359,"VPOS"
"2009-05-11",38.3904,5359,"VPOS"
"2009-05-12",39.0104,5359,"VPOS"
"2009-05-15",39.0848,5359,"VPOS"
"2009-05-16",39.1096,5359,"VPOS"
"2009-05-17",39.0352,5359,"VPOS"
"2009-05-18",38.9112,5359,"VPOS"
"2009-05-19",39.122,5359,"VPOS"
"2009-05-22",39.0476,5359,"VPOS"
"2009-05-23",39.4816,5359,"VPOS"
"2009-05-24",39.2956,5359,"VPOS"
"2009-05-25",39.37,5359,"VPOS"
"2009-05-26",39.494,5359,"VPOS"
"2009-05-29",39.5064,5359,"VPOS"
"2009-05-30",39.3452,5359,"VPOS"
"2009-05-31",39.494,5359,"VPOS"
"2009-06-01",39.432,5359,"VPOS"
"2009-06-02",39.5498,5359,"VPOS"
"2009-06-05",39.556,5359,"VPOS"
"2009-06-06",39.6304,5359,"VPOS"
"2009-06-07",39.9528,5359,"VPOS"
"2009-06-08",39.7792,5359,"VPOS"
"2009-06-09",39.5188,5359,"VPOS"
"2009-06-12",39.432,5359,"VPOS"
"2009-06-13",39.3328,5359,"VPOS"
"2009-06-14",39.1716,5359,"VPOS"
"2009-06-15",39.2708,5359,"VPOS"
"2009-06-16",39.3328,5359,"VPOS"
"2009-06-19",38.9484,5359,"VPOS"
"2009-06-20",39.4072,5359,"VPOS"
"2009-06-21",39.3328,5359,"VPOS"
"2009-06-22",39.7544,5359,"VPOS"
"2009-06-23",39.742,5359,"VPOS"
"2009-06-26",39.5188,5359,"VPOS"
"2009-06-27",39.3824,5359,"VPOS"
"2009-06-28",39.2088,5359,"VPOS"
"2009-06-29",39.184,5359,"VPOS"
"2009-06-30",38.8616,5359,"VPOS"
"2009-07-03",38.9918,5359,"VPOS"
"2009-07-04",38.5392,5359,"VPOS"
"2009-07-05",38.5206,5359,"VPOS"
"2009-07-06",38.75,5359,"VPOS"
"2009-07-07",38.6012,5359,"VPOS"
"2009-07-10",38.7128,5359,"VPOS"
"2009-07-11",38.2912,5359,"VPOS"
"2009-07-12",38.5206,5359,"VPOS"
"2009-07-13",38.5206,5359,"VPOS"
"2009-07-14",38.2664,5359,"VPOS"
"2009-07-17",38.192,5359,"VPOS"
"2009-07-18",38.1424,5359,"VPOS"
"2009-07-19",38.5888,5359,"VPOS"
"2009-07-20",38.7004,5359,"VPOS"
"2009-07-21",38.781,5359,"VPOS"
"2009-07-24",38.6756,5359,"VPOS"
"2009-07-25",38.4152,5359,"VPOS"
"2009-07-26",38.2788,5359,"VPOS"
"2009-07-27",38.44,5359,"VPOS"
"2009-07-28",38.5888,5359,"VPOS"
"2009-07-31",38.7686,5359,"VPOS"
"2009-08-01",38.874,5359,"VPOS"
"2009-08-02",38.5392,5359,"VPOS"
"2009-08-03",38.8833,5359,"VPOS"
"2009-08-04",38.626,5359,"VPOS"
"2009-08-07",38.6756,5359,"VPOS"
"2009-08-08",38.688,5359,"VPOS"
"2009-08-09",38.8616,5359,"VPOS"
"2009-08-10",38.8864,5359,"VPOS"
"2009-08-11",38.8864,5359,"VPOS"
"2009-08-14",38.9112,5359,"VPOS"
"2009-08-15",39.0476,5359,"VPOS"
"2009-08-16",38.9112,5359,"VPOS"
"2009-08-17",38.8492,5359,"VPOS"
"2009-08-18",38.8616,5359,"VPOS"
"2009-08-21",39.0507,5359,"VPOS"
"2009-08-22",39.2274,5359,"VPOS"
"2009-08-23",38.9856,5359,"VPOS"
"2009-08-24",39.0228,5359,"VPOS"
"2009-08-25",39.1623,5359,"VPOS"
"2009-08-28",38.9484,5359,"VPOS"
"2009-08-29",39.0042,5359,"VPOS"
"2009-08-30",39.2088,5359,"VPOS"
"2009-08-31",39.1747,5359,"VPOS"
"2009-09-01",39.3576,5359,"VPOS"
"2009-09-04",39.3576,5359,"VPOS"
"2009-09-05",39.4506,5359,"VPOS"
"2009-09-06",39.3576,5359,"VPOS"
"2009-09-07",39.6552,5359,"VPOS"
"2009-09-08",39.618,5359,"VPOS"
"2009-09-11",39.8412,5359,"VPOS"
"2009-09-12",39.7823,5359,"VPOS"
"2009-09-13",39.6304,5359,"VPOS"
"2009-09-14",39.7792,5359,"VPOS"
"2009-09-15",39.246,5359,"VPOS"
"2009-09-18",39.3328,5359,"VPOS"
"2009-09-19",39.7296,5359,"VPOS"
"2009-09-20",39.5126,5359,"VPOS"
"2009-09-21",39.6738,5359,"VPOS"
"2009-09-22",39.432,5359,"VPOS"
"2009-09-25",39.6862,5359,"VPOS"
"2009-09-26",39.6831,5359,"VPOS"
"2009-09-27",39.68,5359,"VPOS"
"2009-09-28",39.7544,5359,"VPOS"
"2009-09-29",39.68,5359,"VPOS"
"2009-10-02",39.3948,5359,"VPOS"
"2009-10-03",39.5188,5359,"VPOS"
"2009-10-04",39.432,5359,"VPOS"
"2009-10-05",39.5064,5359,"VPOS"
"2009-10-06",39.5684,5359,"VPOS"
"2009-10-09",39.5684,5359,"VPOS"
"2009-10-10",39.3948,5359,"VPOS"
"2009-10-11",39.308,5359,"VPOS"
"2009-10-12",39.1561,5359,"VPOS"
"2009-10-13",39.3762,5359,"VPOS"
"2009-10-16",39.8164,5359,"VPOS"
"2009-10-17",39.4134,5359,"VPOS"
"2009-10-18",39.4816,5359,"VPOS"
"2009-10-19",39.928,5359,"VPOS"
"2009-10-20",39.6862,5359,"VPOS"
"2009-10-23",39.8412,5359,"VPOS"
"2009-10-24",40.2876,5359,"VPOS"
"2009-10-25",40.6968,5359,"VPOS"
"2009-10-26",40.2349,5359,"VPOS"
"2009-10-27",40.3248,5359,"VPOS"
"2009-10-30",39.7916,5359,"VPOS"
"2009-10-31",39.0352,5359,"VPOS"
"2009-11-01",38.4214,5359,"VPOS"
"2009-11-02",38.4772,5359,"VPOS"
"2009-11-03",38.2912,5359,"VPOS"
"2009-11-06",38.7376,5359,"VPOS"
"2009-11-07",38.7934,5359,"VPOS"
"2009-11-08",38.7748,5359,"VPOS"
"2009-11-09",38.936,5359,"VPOS"
"2009-11-10",38.9236,5359,"VPOS"
"2009-11-13",38.7872,5359,"VPOS"
"2009-11-14",39.1654,5359,"VPOS"
"2009-11-15",39.618,5359,"VPOS"
"2009-11-16",39.5188,5359,"VPOS"
"2009-11-17",39.8288,5359,"VPOS"
"2009-11-20",39.804,5359,"VPOS"
"2009-11-21",39.6428,5359,"VPOS"
"2009-11-22",39.928,5359,"VPOS"
"2009-11-23",39.7668,5359,"VPOS"
"2009-11-24",39.6552,5359,"VPOS"
"2009-11-27",39.1344,5359,"VPOS"
"2009-11-28",39.0352,5359,"VPOS"
"2009-11-29",39.1344,5359,"VPOS"
"2009-11-30",39.37,5359,"VPOS"
"2009-12-01",39.804,5359,"VPOS"
"2009-12-04",39.4568,5359,"VPOS"
"2009-12-05",39.4692,5359,"VPOS"
"2009-12-06",39.9776,5359,"VPOS"
"2009-12-07",39.9776,5359,"VPOS"
"2009-12-08",39.9776,5359,"VPOS"
"2009-12-11",40.0272,5359,"VPOS"
"2009-12-12",40.3496,5359,"VPOS"
"2009-12-13",40.672,5359,"VPOS"
"2009-12-14",41.0316,5359,"VPOS"
"2009-12-15",41.1184,5359,"VPOS"
"2009-12-18",41.1308,5359,"VPOS"
"2009-12-19",41.3912,5359,"VPOS"
"2009-12-20",41.3416,5359,"VPOS"
"2009-12-21",41.044,5359,"VPOS"
"2009-12-22",41.2796,5359,"VPOS"
"2009-12-25",41.3664,5359,"VPOS"
"2009-12-26",41.9616,5359,"VPOS"
"2009-12-27",41.8252,5359,"VPOS"
"2009-12-28",42.2468,5359,"VPOS"
"2009-12-29",42.0484,5359,"VPOS"
"2010-01-01",42.098,5359,"VPOS"
"2010-01-02",42.408,5359,"VPOS"
"2010-01-03",42.2716,5359,"VPOS"
"2010-01-04",42.3708,5359,"VPOS"
"2010-01-05",42.3212,5359,"VPOS"
"2010-01-08",41.8252,5359,"VPOS"
"2010-01-09",41.788,5359,"VPOS"
"2010-01-10",41.7012,5359,"VPOS"
"2010-01-11",41.6888,5359,"VPOS"
"2010-01-12",41.6888,5359,"VPOS"
"2010-01-15",41.6888,5359,"VPOS"
"2010-01-16",41.9988,5359,"VPOS"
"2010-01-17",41.5648,5359,"VPOS"
"2010-01-18",41.4408,5359,"VPOS"
"2010-01-19",41.1556,5359,"VPOS"
"2010-01-22",40.96836,5359,"VPOS"
"2010-01-23",41.0192,5359,"VPOS"
"2010-01-24",41.1184,5359,"VPOS"
"2010-01-25",41.1556,5359,"VPOS"
"2010-01-26",40.8828,5359,"VPOS"
"2010-01-29",41.0688,5359,"VPOS"
"2010-01-30",41.23,5359,"VPOS"
"2010-01-31",40.7216,5359,"VPOS"
"2010-02-01",41.044,5359,"VPOS"
"2010-02-02",40.9076,5359,"VPOS"
"2010-02-05",41.1432,5359,"VPOS"
"2010-02-06",41.168,5359,"VPOS"
"2010-02-07",40.8952,5359,"VPOS"
"2010-02-08",40.548,5359,"VPOS"
"2010-02-09",40.672,5359,"VPOS"
"2010-02-12",40.9696,5359,"VPOS"
"2010-02-13",41.1556,5359,"VPOS"
"2010-02-14",41.4284,5359,"VPOS"
"2010-02-15",41.5152,5359,"VPOS"
"2011-12-16",76.3964,5252,"VPOS"
"2011-12-17",76.384,5252,"VPOS"
"2011-12-18",76.7808,5252,"VPOS"
"2011-12-19",77.9836,5252,"VPOS"
"2011-12-20",79.0748,5252,"VPOS"
"2011-12-23",79.1864,5252,"VPOS"
"2011-12-24",79.3228,5252,"VPOS"
"2011-12-25",79.5088,5252,"VPOS"
"2011-12-26",79.4964,5252,"VPOS"
"2011-12-27",80.1536,5252,"VPOS"
"2011-12-30",80.3706,5252,"VPOS"
"2011-12-31",80.9968,5252,"VPOS"
"2012-01-01",81.2696,5252,"VPOS"
"2012-01-02",81.3936,5252,"VPOS"
"2012-01-03",82.5964,5252,"VPOS"
"2012-01-06",81.964,5252,"VPOS"
"2012-01-07",81.5424,5252,"VPOS"
"2012-01-08",80.8852,5252,"VPOS"
"2012-01-09",79.2484,5252,"VPOS"
"2012-01-10",79.6824,5252,"VPOS"
"2012-01-13",79.6824,5252,"VPOS"
"2012-01-14",79.4468,5252,"VPOS"
"2012-01-15",79.4964,5252,"VPOS"
"2012-01-16",79.5832,5252,"VPOS"
"2012-01-17",78.7152,5252,"VPOS"
"2012-01-20",78.4052,5252,"VPOS"
"2012-01-21",79.0004,5252,"VPOS"
"2012-01-22",78.306,5252,"VPOS"
"2012-01-23",78.0828,5252,"VPOS"
"2012-01-24",77.004,5252,"VPOS"
"2012-01-27",76.9172,5252,"VPOS"
"2012-01-28",76.4584,5252,"VPOS"
"2012-01-29",75.7764,5252,"VPOS"
"2012-01-30",76.8304,5252,"VPOS"
"2012-01-31",76.1112,5252,"VPOS"
"2012-02-03",76.9668,5252,"VPOS"
"2012-02-04",77.3512,5252,"VPOS"
"2012-02-05",76.7684,5252,"VPOS"
"2012-02-06",75.5408,5252,"VPOS"
"2012-02-07",75.2308,5252,"VPOS"
"2012-02-10",74.2574,5252,"VPOS"
"2012-02-11",76.6444,5252,"VPOS"
"2012-02-12",75.9748,5252,"VPOS"
"2012-02-13",75.7392,5252,"VPOS"
"2012-02-14",75.7516,5252,"VPOS"
"2012-02-17",75.5904,5252,"VPOS"
"2012-02-18",75.5408,5252,"VPOS"
"2012-02-19",75.5284,5252,"VPOS"
"2012-02-20",75.5284,5252,"VPOS"
"2012-02-21",75.578,5252,"VPOS"
"2012-02-24",74.3876,5252,"VPOS"
"2012-02-25",73.6436,5252,"VPOS"
"2012-02-26",74.9456,5252,"VPOS"
"2012-02-27",76.012,5252,"VPOS"
"2012-02-28",76.9048,5252,"VPOS"
"2012-03-02",75.9872,5252,"VPOS"
"2012-03-03",76.694,5252,"VPOS"
"2012-03-04",77.686,5252,"VPOS"
"2012-03-05",75.7826,5252,"VPOS"
"2012-03-06",76.2104,5252,"VPOS"
"2012-03-09",77.1404,5252,"VPOS"
"2012-03-10",77.252,5252,"VPOS"
"2012-03-11",76.1236,5252,"VPOS"
"2012-03-12",78.6408,5252,"VPOS"
"2012-03-13",80.1164,5252,"VPOS"
"2012-03-16",79.6576,5252,"VPOS"
"2012-03-17",79.9924,5252,"VPOS"
"2012-03-18",80.05688,5252,"VPOS"
"2012-03-19",80.9348,5252,"VPOS"
"2012-03-20",82.77,5252,"VPOS"
"2012-03-23",82.15,5252,"VPOS"
"2012-03-24",81.3316,5252,"VPOS"
"2012-03-25",80.8604,5252,"VPOS"
"2012-03-26",82.274,5252,"VPOS"
"2012-03-27",82.1748,5252,"VPOS"
"2012-03-30",82.4104,5252,"VPOS"
"2012-03-31",83.39,5252,"VPOS"
"2012-04-01",83.0304,5252,"VPOS"
"2012-04-02",83.018,5252,"VPOS"
"2012-04-03",82.956,5252,"VPOS"
"2012-04-06",82.2492,5252,"VPOS"
"2012-04-07",82.7204,5252,"VPOS"
"2012-04-08",82.5468,5252,"VPOS"
"2012-04-09",83.2412,5252,"VPOS"
"2012-04-10",83.266,5252,"VPOS"
"2012-04-13",83.018,5252,"VPOS"
"2012-04-14",81.86604,5252,"VPOS"
"2012-04-15",82.5344,5252,"VPOS"
"2012-04-16",82.7204,5252,"VPOS"
"2012-04-17",82.1872,5252,"VPOS"
"2012-04-20",82.1872,5252,"VPOS"
"2012-04-21",82.77,5252,"VPOS"
"2012-04-22",83.4272,5252,"VPOS"
"2012-04-23",84.1092,5252,"VPOS"
"2012-04-24",84.3448,5252,"VPOS"
"2012-04-27",85.93076,5252,"VPOS"
"2012-04-28",86.9116,5252,"VPOS"
"2012-04-29",84.4316,5252,"VPOS"
"2012-04-30",85.3244,5252,"VPOS"
"2012-05-01",85.0392,5252,"VPOS"
"2012-05-04",84.4316,5252,"VPOS"
"2012-05-05",86.0808,5252,"VPOS"
"2012-05-06",86.3536,5252,"VPOS"
"2012-05-07",86.1304,5252,"VPOS"
